Texto en Inglés (Origen),Texto en Español (Destino)
An in vitro cell transformation test gave no indication of tumorigenic potential.,Un ensayo de transformación celular in vitro no mostró indicios de potencial tumorigénico.
FABLYN has not been studied in women with a prior history of breast cancer.,No se ha estudiado FABLYN en mujeres con antecedentes de cáncer de mama.
No data are available on its concomitant use with agents used in the treatment of early or advanced breast cancer.,No se dispone de datos sobre su uso concomitante con otros agentes utilizados en el tratamiento del cáncer de mama precoz o avanzado.
"Therefore, FABLYN should be used for the treatment of osteoporosis only after the treatment of breast cancer, including adjuvant therapy, has been completed.","Por tanto, FABLYN debe utilizarse para el tratamiento de la osteoporosis sólo después de haberse completado el tratamiento del cáncer de mama, incluido el tratamiento adyuvante."
FABLYN does not eliminate the risk of breast cancer (see section 5.1).,FABLYN no elimina el riesgo de cáncer de mama (ver sección 5.1).
There was no difference between FABLYN- and placebo-treated women in the incidences of endometrial carcinoma and endometrial hyperplasia.,No hubo ninguna diferencia en la incidencia de carcinoma endometrial y de hiperplasia endometrial entre el grupo tratado con FABLYN y el grupo placebo.
"Over the 5 years of the PEARL study (involving 8,556 patients), FABLYN treatment compared to placebo reduced the risk of invasive breast cancer by 85% (placebo:","Durante 5 años del ensayo PEARL (con 8.556 pacientes), el tratamiento con FABLYN en comparación con placebo redujo el riesgo de cáncer de mama invasivo en un 85% [placebo:"
"3 (0.1%); HR 0.15 (CI 0.04, 0.50)), the risk of all breast cancer by 79% (placebo:","3 (0,1%); HR 0,15, (IC 0,04 - 0,50)], el riesgo de todo tipo de cáncer de mama en un 79% [placebo:"
"5 (0.2%); HR 0.21 (CI 0.08, 0.55)), the risk of estrogen receptor (ER) positive invasive breast cancer by 83% (placebo:","5 (0,2%); HR 0.21, (IC 0,08 – 0,55)], el riesgo de cáncer de mama receptor estrogénico (ER) positivo (ER) invasivo en un 83% [placebo:"
"3 (0.1%); HR 0.17 (CI 0.05, 0.57)) and the risk of estrogen receptor (ER) positive breast cancer by 81% (placebo:","3 (0,1%); HR 0,17, (IC 0,05 - 0,57)] y el riesgo de cáncer de mama receptor estrogénico (ER) positivo en un 81% [placebo:"
FABLYN has no effect on the risk of ER negative breast cancer or ER negative invasive breast cancers.,FABLYN no tiene ningún efecto sobre el riesgo de cáncer de mama ER negativo o sobre el de mama invasivo ER negativo.
In two-year carcinogenicity studies conducted in rats (≥ 1 mg/ kg/ day; 7 times systemic exposure following a human dose of 0.5 mg/ day based on plasma AUC) an increased incidence of renal tubular adenoma and carcinoma in males and granulosa cell tumours of the ovary in females was noted.,"En estudios de carcinogenicidad de dos años en ratas (≥ 1 mg/ kg/ día; 7 veces la exposición sistémica en humanos tras la administración de una dosis de 0,5 mg/ día, basándose en la comparación del AUC plasmático) se observó un incremento de la incidencia de adenoma y carcinoma tubular renal en machos y de tumores de células granulosas de ovario en las hembras."
"In the corresponding 2-year study in mice (≥ 2 mg/ kg/ day; less than systemic exposure following a human dose of 0.5 mg/ day based on plasma AUC), there was an increased incidence of adrenal cortical adenoma and carcinoma, interstitial cell tumors of the testis, benign and malignant ovarian tumors and benign uterine glandular polyps.","En los estudios correspondientes de dos años de duración en ratones (≥ 2 mg/ kg/ día; menos de la exposición sistémica en humanos tras la administración de 0,5 mg/ día, basándose en la comparación del AUC plasmático), se observó un incremento de la incidencia de adenoma y carcinoma cortical adrenal, de tumores de las células intersticiales testiculares, de tumores ováricos benignos y malignos y de pólipos glandulares uterinos benignos."
• if you have or have had breast cancer. • if you experience any unexplained breast abnormality. • if you have severe liver disease. • if you have severe kidney disease.,• si tiene o ha tenido cáncer de mama. • si sufre cualquier anomalía de mama inexplicable. • si sufre una enfermedad grave de hígado. • si sufre una enfermedad grave de riñon.
Fareston is used to treat hormone-dependent metastatic breast cancer in women who have been through the menopause. ‘ Metastatic ’ means that the cancer has spread to other parts of the body.,El término “ metastásico” significa que el cáncer se ha diseminado a otras partes del organismo.
Most types of breast cancer grow in response to the hormone oestrogen.,La mayoría de los tipos de cáncer de mama crecen en respuesta a los estrógenos.
The effects of Fareston were compared with those of tamoxifen (another anti-oestrogen used to treat breast cancer).,"Fareston se ha examinado en 1.869 mujeres posmenopáusicas con cáncer de mama metastásico en cuatro estudios principales, en los que se compararon sus efectos con los del tamoxifeno (otro antiestrogénico usado para tratar el cáncer de mama)."
"Therefore, the Committee decided that Fareston’ s benefits are greater than its risks for the first line hormone treatment of hormone-dependent metastatic breast cancer in postmenopausal patients.","Por consiguiente, el Comité decidió que los beneficios de Fareston son mayores que sus riesgos para el tratamiento hormonal de primera línea del cáncer de mama metastásico dependiente de hormonas en mujeres posmenopáusicas."
First line hormone treatment of hormone-dependent metastatic breast cancer in postmenopausal patients.,Tratamiento hormonal de primera línea del cáncer de mama metastásico hormono-dependiente en pacientes post-menopáusicas.
"In post-menopausal breast cancer patients, toremifene treatment is associated with modest reductions in both total serum cholesterol and low density lipoprotein (LDL).","En pacientes post-menopáusicas con cáncer de mama, el tratamiento con toremifeno se ha asociado con reducciones moderadas tanto en el colesterol sérico total como en las lipoproteínas de baja densidad (LDL)."
"The anti-tumour effect of toremifene in breast cancer is mainly due to the anti-estrogenic effect, although other mechanisms (changes in oncogene expression, growth factor secretion, induction of apoptosis and influence on cell cycle kinetics) may also be involved in the anti-tumour effect.","El efecto antitumoral del toremifeno en el cáncer de mama se debe principalmente a su efecto antiestrogénico, aunque otros mecanismos (cambios en la expresión de los oncogenes, secreción del factor de crecimiento, inducción de apoptosis e influencia en la cinética del ciclo celular) pueden estar también involucrados en el efecto antitumoral."
Faslodex is used for the treatment of locally advanced or metastatic breast cancer in postmenopausal women (women who have been through the menopause).,Faslodex está indicado para el tratamiento de mujeres posmenopáusicas (mujeres que han pasado la menopausia) con cáncer de mama localmente avanzado o metastásico.
"Faslodex is used when the disease has returned during or after treatment with an ‘ anti-oestrogen’ (a type of medicine used to treat breast cancer), or when the disease has got worse during treatment with an anti-oestrogen.","Faslodex se utiliza cuando la enfermedad ha reaparecido durante o después del tratamiento con un antiestrogénico (un tipo de medicamento utilizado para tratar el cáncer de mama), o bien cuando la enfermedad ha empeorado durante el tratamiento con antiestrógenos."
Most types of breast cancer grow in response to the hormone oestrogen.,La mayoría de los tipos de cáncer de mama crecen en respuesta a los estrógenos.
"The Committee for Medicinal products for Human Use (CHMP) decided that Faslodex’ s benefits are greater than its risks for the treatment of postmenopausal women with oestrogen receptor positive, locally advanced or metastatic breast cancer for disease relapse on or after adjuvant anti-oestrogen therapy or disease progression on therapy with an anti-oestrogen.","El Comité de Medicamentos de Uso Humano (CHMP) decidió que los beneficios de Faslodex son mayores que sus riesgos para el tratamiento de mujeres posmenopáusicas con cáncer de mama localmente avanzado o metastásico y con receptor estrogénico positivo, cuya enfermedad ha recidivado durante o después del tratamiento adyuvante con antiestrógenos, o bien cuya enfermedad ha progresado durante un tratamiento antiestrogénico."
"Faslodex is indicated for the treatment of postmenopausal women with estrogen receptor positive, locally advanced or metastatic breast cancer for disease relapse on or after adjuvant anti-estrogen therapy or disease progression on therapy with an anti-estrogen.","Faslodex está indicado para el tratamiento de mujeres postmenopáusicas con cáncer de mama localmente avanzado o metastásico y con receptor estrogénico positivo, cuya enfermedad ha recidivado durante o después del tratamiento adyuvante con antiestrógenos o bien cuya enfermedad ha progresado a un tratamiento antiestrogénico."
Thromboembolic events are commonly observed in women with advanced breast cancer and have been observed in clinical trials with Faslodex (see section 4.8).,"En mujeres con cáncer de mama avanzado se observan frecuentemente accidentes tromboembólicos, como se ha apreciado en los ensayos clínicos con Faslodex (ver sección 4.8)."
